TopicEng	TopicKor	TopicViet	TopicDetailEng	TopicDetailKor	TopicDetailVet	No	QuestionsEng	QuestionsKor	QuestionsViet	AnswersEng	AnswersKor	AudioQuestionsEng	AudioQuestionsKor
Role-Play_House	역할극_주거	Nhập vai_Nhà ở	Tell me about a time when you broke something at home and how you solved it	집에서 물건을 망가뜨린 경험과 해결 방법 처음부터 끝까지 이야기하기	Kể về lần làm hỏng đồ trong nhà và cách giải quyết	13	That's the end of the situation. Tell me about a time when you broke something at home. What exactly happened and how did you solve the problem? Give me all the details from beginning to end	그게 상황의 끝입니다. 집에서 물건을 망가뜨린 경험에 대해 말해주세요. 정확히 무슨 일이 일어났으며, 문제를 어떻게 해결했나요? 처음부터 끝까지 모든 세부 사항을 알려주십시오.	Đó là kết thúc tình huống. Hãy kể về trải nghiệm bạn từng làm hỏng đồ đạc trong nhà. Chính xác chuyện gì đã xảy ra, và bạn đã giải quyết vấn đề đó như thế nào? Hãy cho tôi biết mọi chi tiết từ đầu đến cuối.	"Yes, I remember a time when the desk in my room broke.
I had this desk since I was 10 years old, so it had been used for many years.
One day, I put my bag on the desk, and suddenly one of the legs broke off.
At first, I thought about trying to fix it, but the desk was too old and damaged.
So, I decided it was better to buy a new one.
I went to a furniture store, chose a sturdy desk that I liked, and brought it.
Now, the new desk is much stronger, and I feel much safer using it.
This experience taught me that old furniture can break at any time, so sometimes replacing it is better than trying to repair it."		https://luandai123.github.io/OpicTest/Role-Play_House_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_House_13.mp3
Role-Play_Jogging	역할극_조깅	Nhập vai_Chạy bộ	Call your friend and ask about going jogging together	친구에게 전화해서 함께 조깅하는 것에 대해 묻기	Gọi điện cho bạn hỏi về việc đi chạy bộ cùng nhau	11	Please listen carefully to the following role play situation and act out your role. I'm thinking of going jogging with my friend. Call your friend and ask him three or four questions about jogging with you	다음 롤플레이 상황을 잘 듣고 맡은 역할을 연기해 주십시오. 친구와 조깅을 할 생각입니다. 친구에게 전화해서 함께 조깅하는 것에 대해 서너 가지 질문을 하십시오.	Hãy lắng nghe kỹ tình huống đóng vai sau đây và diễn vai được giao. Bạn đang định đi chạy bộ cùng bạn của mình. Hãy gọi điện cho bạn của bạn và đặt ba bốn câu hỏi về việc chạy bộ cùng nhau.	"Hi, I’m calling because I want to go jogging with you.
When do you usually jog?
Where do you like to run?
And how long do you usually jog?
Let me know. Thnaks"		https://luandai123.github.io/OpicTest/Role-Play_Jogging_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Jogging_11.mp3
Role-Play_Jogging	역할극_조깅	Nhập vai_Chạy bộ	Call your friend and tell them you cannot jog because of the rain, then suggest another option	친구에게 전화해서 비가 올 것 같아 조깅을 못 한다고 알리고 대안 제안하기	Gọi điện cho bạn báo không chạy bộ được vì trời mưa và đề xuất phương án khác	12	I'm sorry. Please solve my problem. I decided to go jogging with my friend this morning, but it looks like it's going to rain. Call your friend and explain the situation. Then suggest two or three alternatives to this problem	미안합니다. 제가 드리는 문제를 해결해 주십시오. 오늘 아침 친구와 함께 조깅하기로 했는데 비가 내릴 것 같습니다. 친구에게 전화해서 그 상황을 설명하십시오. 그리고 나서 이 문제에 대한 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Sáng nay bạn đã hẹn đi chạy bộ cùng bạn của mình nhưng có vẻ trời sắp mưa. Hãy gọi điện cho bạn của bạn và giải thích tình huống đó. Sau đó, hãy đưa ra hai ba phương án thay thế cho vấn đề này.	"Hi, this is Nam. I’m calling about our jogging plan this morning.
It looks like it’s going to rain soon, and I’m worried that jogging might not be safe.
To deal with this, I have a few ideas.
We could jog indoors, delay our plan until later today, or reschedule for another day when the weather is better.
Let me know what you think. Thanks."		https://luandai123.github.io/OpicTest/Role-Play_Jogging_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Jogging_12.mp3
Role-Play_Jogging	역할극_조깅	Nhập vai_Chạy bộ	Decline to jog with your friend and suggest another activity instead	친구의 조깅 제안을 거절하고 혼자 뛰고 싶다고 설명한 뒤 대안 제시하기	Từ chối đi chạy bộ cùng bạn và đề xuất lựa chọn khác	13	I'm sorry. Please solve my problem. Your friend asked you to go jogging, but you want to go alone. Explain your situation to your friend. Please suggest two or three alternative solutions to this problem	미안합니다. 제가 드리는 문제를 해결해 주십시오. 친구는 당신에게 조깅을 가자고 했는데 당신은 혼자 가고 싶습니다. 친구에게 당신의 상황을 설명하십시오. 이 문제를 해결할 수 있는 대안을 두세 가지 제시해 보십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Bạn của bạn rủ bạn đi chạy bộ cùng, nhưng bạn lại muốn đi một mình. Hãy giải thích tình huống của bạn với bạn của bạn. Hãy đưa ra hai ba phương án để giải quyết vấn đề này.	"I want to explain my situation about jogging.
Normally, I enjoy jogging in the morning, but recently I prefer to do it alone.
Jogging alone helps me relax and clear my mind, especially when I feel stressed. It’s my personal time to think and enjoy the quiet.
I hope you can understand. Maybe we can jog together on the weekend instead, or we can meet after I finish my jog and have breakfast together.
I really value our friendship, and I just want to find a solution that works for both of us."		https://luandai123.github.io/OpicTest/Role-Play_Jogging_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Jogging_13.mp3
Role-Play_Movies	역할극_영화관	Nhập vai_Rạp chiếu phim	Call the movie theater to ask for information and buy tickets	영화관에 전화해서 친구와 함께 볼 영화 티켓 구매를 위한 정보 묻기	Gọi điện cho rạp chiếu phim hỏi thông tin và mua vé	11	I'd like to give you a situation and ask to act it out. You want to take your friend to the movies. Call the movie theater and ask three or four questions. Call the theater and ask two to three questions to get tickets for you and your friend	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 당신은 친구를 영화에 데리고 가고 싶습니다. 영화관에 전화해서 3~4가지 질문을 해보세요. 극장에 전화해서 2~3가지 질문을 해서 당신과 친구의 티켓을 구하세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn muốn đưa bạn của mình đi xem phim. Hãy gọi điện cho rạp chiếu phim và đặt 3-4 câu hỏi. Gọi điện cho rạp và đặt 2-3 câu hỏi để mua vé cho bạn và bạn của bạn.	"Hello, I’m calling because I need some information.
I want to go to the movies with my friend.
What movies are playing today?
What time does it start?
And how much are the tickets?
Thank you very much."		https://luandai123.github.io/OpicTest/Role-Play_Movies_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Movies_11.mp3
Role-Play_Movies	역할극_영화관	Nhập vai_Rạp chiếu phim	Go to the ticket counter and explain that the wrong ticket was sold, then suggest a solution	매표소 직원에게 잘못된 티켓을 판매했다고 설명하고 해결책 제안하기	Đến quầy vé giải thích về vé bán sai và đề xuất giải pháp	12	I'm sorry, but there is a problem need you to solve. When you and your friend arrive at the theater you that they have sold the wrong tickets to you. Explain the situation the ticket seller at the booth. Offer two or three alternatives to solve the proble	죄송합니다. 해결해야 할 문제가 있습니다. 당신과 당신의 친구가 극장에 도착했을 때 당신은 그들이 당신에게 잘못된 티켓을 팔았다는 것을 알게 되었습니다. 부스에서 티켓 판매원에게 상황을 설명해주세요. 문제 해결을 위해 2~3가지 대안 제시	Xin lỗi, nhưng có một vấn đề cần giải quyết. Khi bạn và bạn của bạn đến rạp, bạn phát hiện ra rằng họ đã bán nhầm vé cho bạn. Hãy giải thích tình huống với người bán vé tại quầy. Hãy đưa ra 2-3 phương án để giải quyết vấn đề.	"Hello, I’m here because there’s a problem with my movie tickets.
Originally, I bought tickets for one movie and showtime, but when I checked them, they were for a different movie.
Because of this, my friend and I can’t watch the movie we planned to see.
I’m sorry to trouble you, but I’d like to suggest a few solutions.
We can exchange the tickets, get a refund, or move to a later showtime today.
Please let me know what can be done. Thank you."		https://luandai123.github.io/OpicTest/Role-Play_Movies_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Movies_12.mp3
Role-Play_Movies	역할극_영화관	Nhập vai_Rạp chiếu phim	Tell me about a time when you had to cancel a ticket or a plan you had already made	콘서트 티켓이나 여행 계획을 취소해야 했던 경험 이야기하기	Kể trải nghiệm phải hủy vé hoặc kế hoạch đã đặt	13	That is the end of the situation.; Have you ever bought concert tickets or made plans far a trip or made plans for other things, but had to cancel because you could not make it? When was it? What happened? Tell me everything that you did to resolve it	그게 상황의 끝입니다. 콘서트 티켓을 구매하거나 여행을 계획하거나 다른 일을 계획했지만, 가지 못해 취소해야 했던 적이 있나요? 언제였나요? 무슨 일이에요? 문제를 해결하기 위해 수행한 모든 작업을 말하세요.	Đó là kết thúc tình huống. Bạn đã từng mua vé xem hòa nhạc, lên kế hoạch cho một chuyến đi, hoặc lên kế hoạch cho việc khác nhưng phải hủy vì không thể đi được chưa? Đó là khi nào? Chuyện gì đã xảy ra? Hãy nói cho tôi biết tất cả những gì bạn đã làm để giải quyết vấn đề.	"Yes, I have experienced that before.
Last year, I bought concert tickets with my friend.
We planned to go on the weekend and were very excited.
However, the day before the concert, I got sick so I had to cancel concert tickets.
I contacted the ticket service and explained the situation.
Unfortunately, the tickets were non-refundable.
Even though I lost some money, I learned to be more careful when making plans.

"		https://luandai123.github.io/OpicTest/Role-Play_Movies_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Movies_13.mp3
Role-Play_Phone	역할극_휴대폰	Nhập vai_Điện thoại	Call the store and ask about the new phone you want to buy	매장에 전화해서 구매하고 싶은 새 휴대폰에 대해 질문하기	Gọi điện cho cửa hàng hỏi về điện thoại mới muốn mua	11	I'd like to give you a situation and ask you to act it out. You would like to buy a new cell phone. Call a store and ask three or four questions about a new phone you would like to purchase	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 당신은 새 휴대폰을 사고 싶습니다. 매장에 전화해서 구입하고 싶은 새 휴대폰에 대해 3~4가지 질문을 해보세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn muốn mua một chiếc điện thoại di động mới. Hãy gọi điện cho cửa hàng và đặt 3-4 câu hỏi về chiếc điện thoại mới bạn muốn mua.	"Hello, I’m calling because I need some information.
I’m interested in buying a new phone.
What models do you have?
How much does it cost?
And what features does it have?
Thank you."		https://luandai123.github.io/OpicTest/Role-Play_Phone_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Phone_11.mp3
Role-Play_Phone	역할극_휴대폰	Nhập vai_Điện thoại	Call the store and tell them the phone did not meet your expectations, then ask to exchange it	매장에 전화해서 새 휴대폰이 기대와 달랐다고 알리고 교환 요청하기	Gọi điện cho cửa hàng báo điện thoại không như kỳ vọng và xin đổi sản phẩm	12	I'm sorry, but there is a problem I need you to resolve. You have received the new phone but the features are not what you expected. You would like to return it to get a new phone. Call the store, explain the situation and make arrangements to get a new product	죄송합니다. 해결해야 할 문제가 있습니다. 새 휴대폰을 받았지만 기능이 기대했던 것과 다릅니다. 새 휴대폰을 구입하기 위해 해당 휴대폰을 반환하고 싶습니다. 매장에 전화해서 상황을 설명하고 새 제품을 구입할 수 있도록 준비하세요.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Bạn đã nhận điện thoại mới nhưng các tính năng không như mong đợi. Bạn muốn trả lại điện thoại đó để mua một chiếc mới. Hãy gọi điện cho cửa hàng, giải thích tình huống và sắp xếp để mua sản phẩm mới.	"Hello, this is Nam calling about a phone I recently purchased.
I received the new phone yesterday, but the features are not what I expected.
Some functions are missing, and it doesn’t match the description I was given.
Because of this, I’d like to return the phone.
If possible, I’d like to exchange it for another model.
If not, I’m okay with getting a refund or store credit.
Please let me know the return process. Thank you."		https://luandai123.github.io/OpicTest/Role-Play_Phone_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Phone_12.mp3
Role-Play_Phone	역할극_휴대폰	Nhập vai_Điện thoại	Tell me about a time when you bought a tech product that did not meet your expectations	기대와 달랐거나 제대로 작동하지 않았던 기술 제품을 구매한 경험 이야기하기	Kể trải nghiệm mua công nghệ không như kỳ vọng	13	That's the end of the situation. ; Have you ever bought a piece of technology which was not what you wanted or different from what you had expected? Was the feature not what you wanted or did it just not work properly? Tell me about a time when you bought some new technology	그게 상황의 끝입니다. 원하던 것과 다르거나 기대했던 것과 달랐던 전자 기기를 구입한 적이 있습니까? 원하는 기능이 아니었습니까, 아니면 제대로 작동하지 않았습니까? 새로운 기술 제품을 구입했던 경험에 대해 말씀해 주십시오.	Đó là kết thúc tình huống. Bạn đã từng mua một thiết bị công nghệ không như mong muốn hoặc khác với những gì bạn mong đợi chưa? Tính năng đó không như bạn muốn, hay nó chỉ đơn giản là không hoạt động đúng cách? Hãy kể cho tôi nghe về lần bạn mua một sản phẩm công nghệ mới.	"Yes, I have had that experience before.
Last year, I bought a new smartphone online because it looked good.
However, after I started using it, I realized it was not what I expected.
The battery life was very short, and the phone often became slow. 
To resolve this, I contacted the online store and explained the issues.
Luckily, they allowed me to return the phone and get a refund.
After that, I bought a different phone from a well-known brand.
This experience taught me to read reviews carefully before buying new technology."		https://luandai123.github.io/OpicTest/Role-Play_Phone_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Phone_13.mp3
Role-Play_MP3Player	역할극_MP3 플레이어	Nhập vai_Máy nghe nhạc MP3	Call your friend and explain that you borrowed their MP3 player and accidentally broke it	친구에게 전화해서 MP3 플레이어를 빌렸다가 실수로 고장냈다고 알리고 해결책 제시하기	Gọi điện giải thích đã mượn máy MP3 của bạn rồi vô tình làm hỏng	11	I'm sorry, but there is a problem I need you to resolve. You recently borrowed an MP3 player from a friend, but while using it you accidentally broke it. Call your friend, explain how you broke it, and offer two or three alternatives to help resolve the problem.	죄송합니다. 해결해야 할 문제가 있습니다. 당신은 최근 친구에게서 MP3 플레이어를 빌렸는데, 사용하다가 실수로 그것을 깨뜨렸습니다. 친구에게 전화해서 어떻게 깨뜨렸는지 설명하고 문제 해결에 도움이 될 두세 가지 대안을 제시하십시오.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Gần đây bạn đã mượn máy nghe nhạc MP3 của bạn mình, nhưng trong khi sử dụng bạn vô tình làm vỡ nó. Hãy gọi điện cho bạn của bạn, giải thích bạn đã làm vỡ nó như thế nào, và đưa ra hai ba phương án giúp giải quyết vấn đề.	Hi, I need to tell you something. I'm really sorry, but I accidentally dropped your MP3 player and the screen cracked. I feel terrible about it. I have a few ideas — I can pay for the repair, or I can buy you a new one, or I can lend you my old MP3 player while yours is being fixed. I'm really sorry.		https://luandai123.github.io/OpicTest/Role-Play_MP3Player_11.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_MP3Player_11.mp3
Role-Play_MP3Player	역할극_MP3 플레이어	Nhập vai_Máy nghe nhạc MP3	Call your friend and ask about the MP3 player they are using to help you decide whether to buy one	친구에게 전화해서 친구가 사용 중인 MP3 플레이어에 대해 질문하기	Gọi điện cho bạn hỏi về chiếc máy MP3 bạn đang dùng để quyết định mua	12	Next time, listen carefully to the role play situation and act out your role. I'm thinking of buying an MP3 player. Call her friend and ask about the MP3 player he or she is using. Ask three or four questions that will help you decide whether to buy the product your friend is using	다음에 롤플레이 상황을 잘 듣고 맡은 역할을 연기해 주십시오. MP3 플레이어를 구입하려고 합니다. 친구에게 전화를 걸어 그나 그녀가 사용 중인 MP3 플레이어에 대해 물어보십시오. 친구가 사용하고 있는 제품을 구입할 것인지 여부를 결정하는 데 도움이 될 서너 가지 질문을 하십시오.	Hãy lắng nghe kỹ tình huống đóng vai sau đây và diễn vai được giao. Bạn đang định mua một máy nghe nhạc MP3. Hãy gọi điện cho bạn của bạn và hỏi về chiếc máy MP3 mà người đó đang sử dụng. Hãy đặt ba bốn câu hỏi giúp bạn quyết định có nên mua sản phẩm mà bạn của bạn đang dùng hay không.	Hey, I'm thinking of buying an MP3 player and I remembered you have one. Can I ask you a few things? How long does the battery last? Is the sound quality good? Is it easy to use? And do you think the price is worth it?		https://luandai123.github.io/OpicTest/Role-Play_MP3Player_12.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_MP3Player_12.mp3
Role-Play_MP3Player	역할극_MP3 플레이어	Nhập vai_Máy nghe nhạc MP3	Tell me in detail what happened and how you solved the problem when the MP3 player broke	장비가 고장나거나 작동을 멈췄을 때 어떤 일이 있었는지와 해결 방법 이야기하기	Kể chi tiết chuyện xảy ra và cách giải quyết khi máy MP3 bị hỏng	13	That's the end of the situation. Tell me about a time when a piece of equipment broke or stopped working. What happened, and how did it happen? How did you solve the problem? Please tell me as much as possible.	그게 상황의 끝입니다. 장비가 고장나거나 작동하지 않았던 경험에 대해 이야기해 주세요. 무슨 일이었으며, 어떻게 된 일입니까? 문제를 어떻게 해결하셨나요? 가능한 한 많이 말해주세요.	Đó là kết thúc tình huống. Hãy kể về trải nghiệm khi một thiết bị bị hỏng hoặc không hoạt động. Chuyện gì đã xảy ra, và nó đã diễn ra như thế nào? Bạn đã giải quyết vấn đề đó như thế nào? Hãy kể càng chi tiết càng tốt.	One time, my laptop suddenly stopped working right before an important deadline. The screen went black and it wouldn't turn on. I was very stressed. I tried restarting it several times, but nothing worked. Finally, I took it to a repair shop and they told me the battery had completely died. I replaced the battery and it worked again. After that, I always back up my work and keep my laptop charged.		https://luandai123.github.io/OpicTest/Role-Play_MP3Player_13.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_MP3Player_13.mp3
Role-Play_Technology	역할극_기술/전자제품	Nhập vai_Công nghệ	Call the store and tell them that the electronic device you just bought is not working	전자제품 매장에 전화해서 새로 구매한 전자제품이 작동하지 않는다고 설명하고 해결책 요청하기	Gọi điện cho cửa hàng báo thiết bị điện tử mới mua không hoạt động	11	I'm sorry. Please solve my problem. You purchased an electronic item and it has just been delivered. But the electronics don't work. Call the electronics store and explain the situation and what you want to do to resolve the problem	미안합니다. 제가 드리는 문제를 해결해 주십시오. 당신은 전자제품 하나를 구입했고 방금 배달되었습니다. 그런데 그 전자제품이 작동하지 않습니다. 전자제품매장에 전화를 걸어 상황을 설명하고 문제해결을 위하 무엇을 하고 싶은지 설명하십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Bạn đã mua một thiết bị điện tử và nó vừa được giao đến. Nhưng thiết bị điện tử đó không hoạt động. Hãy gọi điện cho cửa hàng điện tử, giải thích tình huống và nói rõ bạn muốn làm gì để giải quyết vấn đề.	"Hello, I’m calling because there is a problem.
I received an electronic item, but it doesn’t work properly.
I’d like to return it or exchange it.
Could you tell me the process?
And how long will it take?
Thank you."		https://luandai123.github.io/OpicTest/Role-Play_Technology_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Technology_11.mp3
Role-Play_Technology	역할극_기술/전자제품	Nhập vai_Công nghệ	Call your friend and ask about the MP3 player they are using to decide whether to buy one	친구에게 전화해서 게임 플레이어에 대해 질문하고 구매 여부 결정하기	Gọi điện cho bạn hỏi về máy MP3 họ đang dùng để quyết định có mua không	12	Next time, listen carefully to the role play situation and act out your role. I'm thinking of buying an Game player. Call her friend and ask about the Game player he or she is using. Ask three or four questions that will help you decide whether to buy the product your friend is using	다음에 롤플레이 상황을 잘 듣고 맡은 역할을 연기해 주십시오. 게임기를 구입하려고 합니다. 친구에게 전화를 걸어 그나 그녀가 사용 중인 게임기에 대해 물어보십시오. 친구가 사용하고 있는 제품을 구입할 것인지 여부를 결정하는 데 도움이 될 서너 가지 질문을 하십시오.	Hãy lắng nghe kỹ tình huống đóng vai sau đây và diễn vai được giao. Bạn đang định mua một máy chơi game. Hãy gọi điện cho bạn của bạn và hỏi về chiếc máy chơi game mà người đó đang sử dụng. Hãy đặt ba bốn câu hỏi giúp bạn quyết định có nên mua sản phẩm mà bạn của bạn đang dùng hay không.	"Hi, this is Nam. I’m thinking about buying an MP3 player and wanted to ask you a few questions.
How long have you been using your MP3 player?
How is the sound quality?
Also, does the battery last long enough for daily use?
I’m also curious if it’s easy to use and whether you’ve had any problems with it.
Based on your experience, would you recommend it to me?
Thanks for sharing your opinion."		https://luandai123.github.io/OpicTest/Role-Play_Technology_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Technology_12.mp3
Role-Play_Technology	역할극_기술/전자제품	Nhập vai_Công nghệ	Call the store and tell them the phone is missing some features, then ask to exchange it	매장에 전화해서 새 휴대폰에 필요한 기능이 없다고 설명하고 교환 방법 요청하기	Gọi điện cho cửa hàng báo điện thoại thiếu tính năng và xin đổi sản phẩm	13	I'm sorry. Please fix my problem. When I got home with my new phone, I found out that it didn't have all the features I needed. Call the store and explain the problem in detail. How can I get a new phone? Please suggest a way	미안합니다. 제가 드리는 문제를 해결해 주십시오. 새 휴대폰을 가지고 집에 왔는데, 필요한 기능이 모두 있지 않다는 것을 알게 되었습니다. 매장에 전화해서 문제를 자세히 설명하십시오. 새 휴대폰을 어떻게 받을 수 있습니까? 방법을 제안해 주십시오.	Xin lỗi, nhưng tôi cần bạn giải quyết một vấn đề. Khi mang điện thoại mới về nhà, bạn phát hiện ra nó không có đầy đủ các tính năng bạn cần. Hãy gọi điện cho cửa hàng và giải thích chi tiết vấn đề. Làm thế nào để bạn có thể nhận được một chiếc điện thoại mới? Hãy đề xuất một cách giải quyết.	"Hi, I’m calling because I have a problem with my new phone.
After getting home, I realized it doesn’t have the features I need.
For example, it doesn’t support the apps I use for work, and the storage size is smaller than what I expected.
I would like to exchange it for another model or get a refund.
Please let me know what options are available.
Thank you very much for your help.
"		https://luandai123.github.io/OpicTest/Role-Play_Technology_13_1.wav	https://luandai123.github.io/OpicTest/K_Role-Play_Technology_13.mp3
Role-Play_Website	역할극_웹사이트	Nhập vai_Website	Call your friend and ask about the AI learning website they found	친구에게 전화해서 AI 학습 웹사이트에 대해 질문하기	Gọi điện cho bạn hỏi về website học AI bạn đã tìm thấy	11	I'd like to give you a situation and ask you to act it out. Your friend has found a learning Website about AI. Call your friend and ask three or four questions the Website he/she has found	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 친구가 AI에 관한 학습 웹사이트를 찾았습니다. 친구에게 전화해서 그가 찾은 웹사이트에 대해 3~4가지 질문을 해보세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn của bạn đã tìm thấy một trang web học tập về AI. Hãy gọi điện cho bạn của bạn và đặt 3-4 câu hỏi về trang web mà người đó đã tìm thấy.	"Hi, I’m calling because I need some information.
You mentioned a learning website about AI.
What can you learn there?
Is it free or paid?
And is it beginner-friendly?
Thanks a lot."		https://luandai123.github.io/OpicTest/Role-Play_Website_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Website_11.mp3
Role-Play_Website	역할극_웹사이트	Nhập vai_Website	Call technical support, explain that you have a browser error, and ask for a solution	인터넷 헬프 데스크에 전화해서 웹 브라우저 문제로 도움 요청하기	Gọi điện giải thích lỗi trình duyệt với bộ phận hỗ trợ kỹ thuật và hỏi phương án giải quyết	12	I'm sorry but there is a problem need you to resolve. You have tried to that Website. Out there is something Wrong With your Web browser. Call the internet help desk and ask for help. Explain why you need to get help as soon as possible	죄송합니다. 해결해야 할 문제가 있습니다. 그 웹사이트에 접속하려고 했지만 웹 브라우저에 문제가 있습니다. 인터넷 상담 센터에 전화해서 도움을 요청하십시오. 왜 빨리 도움을 받아야 하는지 설명하십시오.	Xin lỗi, nhưng có một vấn đề cần giải quyết. Bạn đã cố truy cập trang web đó nhưng trình duyệt web của bạn gặp trục trặc. Hãy gọi điện cho bộ phận hỗ trợ internet để nhờ giúp đỡ. Hãy giải thích lý do bạn cần được giúp đỡ càng sớm càng tốt.	"Hi, this is Nam. I’m calling because I’m having trouble accessing a website.
I tried using my browser several times, but the website keeps crashing and won’t load properly.
I need to use this website urgently for my work.
Because of this, I’d really appreciate your help as soon as possible.
Could you guide me through fixing my browser settings, help me reset the system, or suggest another way to access the website?
Thank you for your support. I look forward to your help."		https://luandai123.github.io/OpicTest/Role-Play_Website_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Website_12.mp3
Role-Play_Website	역할극_웹사이트	Nhập vai_Website	Tell me about a time when you had a problem with the internet or a website	인터넷에서 문제가 있었던 경험 이야기하기	Kể trải nghiệm gặp sự cố internet hoặc website	13	That's the end of the situation. Have you ever had any trouble on the internet? Perhaps, you had difficulty using a Website or you lost internet connection. What was the exact problem how did you deal With the situation	그게 상황의 끝입니다. 인터넷에서 문제를 겪은 적이 있습니까? 웹사이트를 이용하는 데 어려움을 겪었거나 인터넷 연결이 끊겼을 수도 있습니다. 정확히 어떤 문제였으며 그 상황에 어떻게 대처했습니까?	Đó là kết thúc tình huống. Bạn đã từng gặp rắc rối nào trên internet chưa? Có thể bạn đã gặp khó khăn khi sử dụng một trang web hoặc bị mất kết nối internet. Vấn đề chính xác là gì và bạn đã xử lý tình huống đó như thế nào?	"Yes, I have experienced trouble on the internet before.
One day, my internet connection suddenly stopped working while I was working from home.
At first, I tried restarting  the modem, but it didn’t help.
Then, I contacted customer service and explained the problem.
They guided me step by step and fixed the issues
After that, everything returned to normal and I was able to finish my work on time."		https://luandai123.github.io/OpicTest/Role-Play_Website_13_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Website_13.mp3
Role-Play_Rental car	역할극_렌터카	Nhập vai_Thuê xe	Call the car rental company and ask about renting a car for one week	렌터카 회사에 전화해서 일주일 동안 빌릴 차에 대한 정보 묻기	Gọi điện cho công ty thuê xe hỏi về việc thuê xe trong một tuần	11	I would like to give you a situation and ask you to act it out. You need to rent a car for about a week. Call the rental agency and ask several questions about the car you want to rent	나는 당신에게 상황을 제시하고 그것을 실행해 보라고 요청하고 싶습니다. 일주일 정도 차를 렌트해야 해요. 렌트업체에 전화해서 렌트하고 싶은 자동차에 대해 몇 가지 질문을 해보세요.	Tôi muốn đưa ra cho bạn một tình huống và yêu cầu bạn thực hiện nó. Bạn cần thuê xe khoảng một tuần. Hãy gọi điện cho công ty cho thuê xe và đặt một vài câu hỏi về chiếc xe bạn muốn thuê.	"Hello, I’m calling because I want to rent a car for about a week.
What cars are available?
How much is the daily rate?
And is insurance included?
Thank you very much."		https://luandai123.github.io/OpicTest/Role-Play_RentalCar_11_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Rental car_11.mp3
Role-Play_Rental car	역할극_렌터카	Nhập vai_Thuê xe	Call the car rental company and tell them the car has a problem, then suggest a solution	렌터카 회사에 전화해서 차에 여러 문제가 있다고 알리고 해결책 제시하기	Gọi điện cho công ty thuê xe báo xe có vấn đề và đề xuất phương án giải quyết	12	I'm sorry, but there is a I need you to resolve. You have received the rental car, but there are many problems with it. Call the rental agency and explain the situation. Give two to three alternatives	죄송하지만 해결해 주셔야 할 일이 있습니다. 렌트카를 받았으나 문제가 많습니다. 렌트업체에 전화해서 상황을 설명하세요. 2~3가지 대안을 제시하세요.	Xin lỗi, nhưng có một việc bạn cần giải quyết. Bạn đã nhận xe thuê nhưng nó có rất nhiều vấn đề. Hãy gọi điện cho công ty cho thuê xe và giải thích tình huống. Hãy đưa ra 2-3 phương án thay thế.	"Hello, this is Nam. I’m calling because there’s a problem with the rental car,
After I picked it up, I noticed some problems, like strange noises and a warning light.
Because of this, I don’t feel safe driving it.
To resolve this, I would like to request a different replacement car.
If that’s not possible, I would like a repair or a partial refund.
Please let me know the best solution. Thank you."		https://luandai123.github.io/OpicTest/Role-Play_RentalCar_12_1.mp3	https://luandai123.github.io/OpicTest/K_Role-Play_Rental car_12.mp3
